TIME,Lat_GPS,Lon_GPS,Target_Lat,Target_Lon,Theta,Theta_Target,Theta_Err,VL,VR,V_Aktual,Dist_GPS,Dist_Travelled,ETA_GPS,WP,MODE
20:14.4,-7.049295,110.392997,-7.049174,110.393005,185.05,186.43,1.38,0.68,0.75,0.72,13.49,21.83,18.86,1,1
20:14.6,-7.049295,110.392997,-7.049174,110.393005,183.88,186.43,2.54,0.61,0.74,0.68,13.49,21.95,19.93,1,1
20:14.9,-7.049295,110.392997,-7.049174,110.393005,183.74,186.43,2.69,0.7,0.68,0.69,13.49,22.08,19.52,1,1
20:15.1,-7.049295,110.392997,-7.049181,110.393005,184.74,186.83,2.1,0.69,0.61,0.65,12.7,22.2,19.46,1,1
20:15.3,-7.049295,110.392997,-7.049181,110.393005,187.48,186.83,-0.64,1.01,0.94,0.97,12.7,22.37,13.04,1,1
20:15.4,-7.049295,110.392997,-7.049181,110.393005,189.72,186.83,-2.89,0.76,0.64,0.7,12.7,22.5,18.1,1,1
20:15.6,-7.049295,110.392997,-7.049181,110.393005,190.56,186.83,-3.73,0.77,0.71,0.74,12.7,22.63,17.24,1,1
20:15.9,-7.049295,110.392997,-7.049187,110.393005,190.42,187.18,-3.24,0.75,0.75,0.75,12.07,22.76,16.08,1,1
20:16.1,-7.049295,110.392997,-7.049187,110.393005,188.57,187.18,-1.39,0.69,0.75,0.72,12.07,22.89,16.7,1,1
20:16.3,-7.049295,110.392997,-7.049187,110.393005,186.08,187.18,1.1,0.88,0.99,0.94,12.07,23.06,12.9,1,1
20:16.5,-7.049295,110.392997,-7.049187,110.393005,184.25,187.18,2.93,0.53,0.6,0.57,12.07,23.16,21.34,1,1
20:16.7,-7.049295,110.392997,-7.049187,110.393005,183.33,187.18,3.86,0.54,0.57,0.56,12.07,23.27,21.6,1,1
20:16.9,-7.049295,110.392997,-7.049187,110.393005,182.15,187.18,5.03,0.65,0.61,0.63,12.07,23.38,19.1,1,1
20:17.1,-7.049295,110.392997,-7.049187,110.393005,181.77,187.18,5.41,0.66,0.64,0.65,12.07,23.5,18.58,1,1
20:17.3,-7.049295,110.392997,-7.049187,110.393005,181.87,187.18,5.31,1.08,1.01,1.04,12.07,23.68,11.56,1,1
20:17.5,-7.049295,110.392997,-7.049187,110.393005,181.75,187.18,5.43,0.75,0.67,0.71,12.07,23.81,17.03,1,1
20:17.7,-7.049295,110.392997,-7.049187,110.393005,182.22,187.18,4.96,0.75,0.71,0.73,12.07,23.94,16.54,1,1
20:18.0,-7.049295,110.392997,-7.049187,110.393005,183.07,187.18,4.11,0.71,0.59,0.65,12.07,24.06,18.68,1,1
20:18.2,-7.049295,110.392997,-7.049202,110.393005,184.09,188.44,4.35,0.75,0.68,0.72,10.32,24.19,14.42,1,1
20:18.3,-7.049295,110.392997,-7.049202,110.393005,186.83,188.44,1.61,1.13,1.03,1.08,10.32,24.38,9.54,1,1
20:18.5,-7.049295,110.392997,-7.049202,110.393005,188.99,188.44,-0.55,0.75,0.67,0.71,10.32,24.51,14.49,1,1
20:18.7,-7.049295,110.392997,-7.049206,110.393005,190.2,188.76,-1.43,0.78,0.71,0.74,9.9,24.64,13.31,1,1
20:19.0,-7.049295,110.392997,-7.049206,110.393005,191.44,188.76,-2.68,0.77,0.69,0.73,9.9,24.78,13.5,1,1
20:19.2,-7.049295,110.392997,-7.049206,110.393005,191.12,188.76,-2.36,0.74,0.77,0.76,9.9,24.91,13.07,1,1
20:19.3,-7.049295,110.392997,-7.049206,110.393005,189.38,188.76,-0.62,1.08,1.13,1.1,9.9,25.11,8.97,1,1
20:19.5,-7.049295,110.392997,-7.049206,110.393005,187.79,188.76,0.97,0.67,0.76,0.72,9.9,25.24,13.83,1,1
20:19.7,-7.049295,110.392997,-7.049206,110.393005,186.38,188.76,2.38,0.69,0.73,0.71,9.9,25.37,13.9,1,1
20:20.0,-7.049295,110.392997,-7.049215,110.393005,183.81,189.69,5.88,0.71,0.81,0.76,8.95,25.51,11.76,1,1
20:20.2,-7.049295,110.392997,-7.049215,110.393005,183.46,189.69,6.23,0.75,0.76,0.75,8.95,25.64,11.87,1,1
20:20.4,-7.049295,110.392997,-7.049219,110.393005,185.03,190.23,5.2,1.06,0.93,0.99,8.47,25.82,8.52,1,1
20:20.6,-7.049295,110.392997,-7.049219,110.393005,186.91,190.23,3.32,0.71,0.64,0.67,8.47,25.94,12.58,1,1
20:20.8,-7.049295,110.392997,-7.049219,110.393005,188.13,190.23,2.1,0.77,0.67,0.72,8.47,26.07,11.78,1,1
20:21.0,-7.049295,110.392997,-7.049219,110.393005,190.15,190.23,0.08,0.43,0.45,0.44,8.47,26.15,19.26,1,1
20:21.2,-7.049295,110.392997,-7.049219,110.393005,191.31,190.23,-1.08,0.64,0.51,0.58,8.47,26.25,14.71,1,1
20:21.4,-7.049295,110.392997,-7.049219,110.393005,192.45,190.23,-2.22,0.9,0.87,0.89,8.47,26.41,9.56,1,1
20:21.6,-7.049295,110.392997,-7.049228,110.393005,191.97,191.65,-0.32,0.64,0.67,0.66,7.52,26.53,11.46,1,1
20:21.8,-7.049295,110.392997,-7.049228,110.393005,190.8,191.65,0.85,0.63,0.68,0.65,7.52,26.65,11.53,1,1
20:22.1,-7.049295,110.392997,-7.049228,110.393005,188.17,191.65,3.48,0.66,0.76,0.71,7.52,26.78,10.62,1,1
20:22.3,-7.049295,110.392997,-7.049228,110.393005,186.66,191.65,5,0.68,0.72,0.7,7.52,26.9,10.78,1,1
20:22.4,-7.049295,110.392997,-7.049228,110.393005,186.15,191.65,5.5,1.01,1.01,1.01,7.52,27.08,7.46,1,1
20:22.6,-7.049295,110.392997,-7.049228,110.393005,186.44,191.65,5.21,0.66,0.62,0.64,7.52,27.2,11.71,1,1
20:22.8,-7.049295,110.392997,-7.049228,110.393005,186.62,191.65,5.03,0.69,0.64,0.66,7.52,27.32,11.34,1,1
20:23.1,-7.049295,110.392997,-7.049228,110.393005,187.14,191.65,4.52,0.71,0.69,0.7,7.52,27.44,10.72,1,1
20:23.3,-7.049295,110.392997,-7.049228,110.393005,187.23,191.65,4.42,0.77,0.64,0.7,7.52,27.57,10.72,1,1
20:23.5,-7.049295,110.392997,-7.049228,110.393005,188.83,191.65,2.82,1.07,0.98,1.03,7.52,27.76,7.33,1,1
20:23.7,-7.049295,110.392997,-7.049228,110.393005,190.84,191.65,0.81,0.72,0.62,0.67,7.52,27.88,11.23,1,1
20:23.8,-7.049295,110.392997,-7.049228,110.393005,192.04,191.65,-0.39,0.77,0.68,0.73,7.52,28.01,10.31,1,1
20:24.1,-7.049295,110.392997,-7.049228,110.393005,194.1,191.65,-2.45,0.8,0.73,0.76,7.52,28.15,9.84,1,1
20:24.3,-7.049295,110.392997,-7.049228,110.393005,194.71,191.65,-3.06,0.78,0.71,0.75,7.52,28.28,10.07,1,1
20:24.5,-7.049295,110.392997,-7.049228,110.393005,194.03,191.65,-2.38,1.12,1.14,1.13,7.52,28.48,6.65,1,1
20:24.7,-7.049295,110.392997,-7.049248,110.392997,192.71,180,-12.71,0.75,0.77,0.76,5.2,28.62,6.8,1,1
20:24.9,-7.049295,110.392997,-7.049248,110.392997,191.91,180,-11.91,0.68,0.77,0.72,5.2,28.75,7.19,1,1
20:25.1,-7.049295,110.392997,-7.049248,110.392997,189.85,180,-9.85,0.58,0.74,0.66,5.2,28.87,7.88,1,1
20:25.3,-7.049295,110.392997,-7.049253,110.392997,187.8,180,-7.8,0.6,0.71,0.66,4.67,28.99,7.11,1,1
20:25.5,-7.049295,110.392997,-7.049253,110.392997,184.57,180,-4.57,0.9,1.02,0.96,4.67,29.16,4.86,1,1
20:25.7,-7.049295,110.392997,-7.049253,110.392997,182.07,180,-2.07,0.68,0.77,0.72,4.67,29.29,6.46,1,1
20:25.8,-7.049295,110.392997,-7.049253,110.392997,180.62,180,-0.62,0.76,0.78,0.77,4.67,29.43,6.05,1,1
20:26.1,-7.049295,110.392997,-7.049253,110.392997,178.75,180,1.25,0.73,0.75,0.74,4.67,29.56,6.34,1,1
20:26.3,-7.049295,110.392997,-7.04926,110.392997,178.57,180,1.43,0.71,0.72,0.71,3.92,29.69,5.51,1,1
20:26.5,-7.049295,110.392997,-7.04926,110.392997,182.57,180,-2.57,0.94,0.82,0.88,3.92,29.85,4.48,1,1
20:26.7,-7.049295,110.392997,-7.04926,110.392997,186.98,180,-6.98,0.74,0.58,0.66,3.92,29.97,5.95,1,1
20:26.9,-7.049295,110.392997,-7.04926,110.392997,188.76,180,-8.76,0.77,0.64,0.71,3.92,30.09,5.56,1,1
20:27.2,-7.049295,110.392997,-7.04926,110.392997,190.09,180,-10.09,0.7,0.66,0.68,3.92,30.22,5.76,1,1
20:27.4,-7.049295,110.392997,-7.04926,110.392997,190.1,180,-10.1,0.68,0.69,0.69,3.92,30.34,5.71,1,1
20:27.5,-7.049295,110.392997,-7.04926,110.392997,189.53,180,-9.53,0.99,1.07,1.03,3.92,30.53,3.81,1,1
20:27.7,-7.049295,110.392997,-7.04926,110.392997,188.88,180,-8.88,0.67,0.73,0.7,3.92,30.65,5.62,1,1
20:27.9,-7.049295,110.392997,-7.04926,110.392997,188.51,180,-8.51,0.64,0.8,0.72,3.92,30.78,5.46,1,1
20:28.2,-7.049295,110.392997,-7.049272,110.392997,188.18,180,-8.18,0.67,0.68,0.67,2.55,30.9,3.78,1,1
20:28.4,-7.049295,110.392997,-7.049273,110.392997,186.75,180,-6.75,0.52,0.59,0.55,2.44,31,4.42,1,1
20:28.6,-7.049295,110.392997,-7.049273,110.392997,182.32,180,-2.32,0.52,0.67,0.59,2.44,31.11,4.11,1,1
20:28.8,-7.049295,110.392997,-7.049273,110.392997,178.86,180,1.14,0.29,0.44,0.36,2.44,31.17,6.72,1,1
20:29.0,-7.049295,110.392997,-7.049273,110.392997,177.1,180,2.9,0.25,0.38,0.32,2.44,31.23,7.68,1,1
20:29.2,-7.049295,110.392997,-7.049273,110.392997,175.24,180,4.76,0.24,0.3,0.27,2.44,31.28,8.96,1,1
20:29.4,-7.049295,110.392997,-7.049277,110.392997,175.01,180,4.99,0.25,0.27,0.26,2.01,31.33,7.8,1,1
20:29.6,-7.049295,110.392997,-7.049277,110.392997,177,180,3,0.39,0.34,0.36,2.01,31.39,5.55,1,1
20:29.8,-7.049295,110.392997,-7.049277,110.392997,179.55,180,0.45,0.31,0.22,0.27,2.01,31.44,7.59,1,1
20:30.0,-7.049295,110.392997,-7.049277,110.392997,181.34,180,-1.34,0.31,0.19,0.25,2.01,31.48,8.13,1,1
20:30.2,-7.049295,110.392997,-7.049277,110.392997,184.4,180,-4.4,0.29,0.19,0.24,2.01,31.53,8.49,1,1
20:30.4,-7.049295,110.392997,-7.049277,110.392997,185.9,180,-5.9,0.28,0.2,0.24,2.01,31.57,8.37,1,1
20:30.6,-7.049295,110.392997,-7.049277,110.392997,186.6,180,-6.6,0.34,0.31,0.32,2.01,31.63,6.27,1,1
20:30.8,-7.049295,110.392997,-7.049277,110.392997,185.76,180,-5.76,0.21,0.23,0.22,2.01,31.67,9.16,1,1
20:31.0,-7.049295,110.392997,-7.049277,110.392997,184.83,180,-4.83,0.2,0.26,0.23,2.01,31.71,8.88,1,1
20:31.3,-7.049295,110.392997,-7.049277,110.392997,183,180,-3,0.19,0.25,0.22,2.01,31.75,9.16,1,1
20:31.4,-7.049295,110.392997,-7.049277,110.392997,181.61,180,-1.61,0.2,0.27,0.23,2.01,31.79,8.62,1,1
20:31.6,-7.049295,110.392997,-7.049277,110.392997,179.41,180,0.59,0.27,0.36,0.31,2.01,31.85,6.49,1,1
20:31.8,-7.049295,110.392997,-7.049277,110.392997,178.22,180,1.78,0.2,0.26,0.23,2.01,31.89,8.75,1,1
